PLAYER,POS,AGE,TEAM,G,MP,PER,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,VORP,SEASON,AdjustedSalary,AdjustedPayroll,MinutesPG,TS%,AdjustedSalaryCap
Damien Wilkins,SG,33,PHI,61,1095,12.5,0.161,0.345,5.4,12.9,1.8,1.3,11.9,17.4,-2.3,0.1,-0.1,2013,1365296,74448020,17.95081967,0.533,65829076
Dorell Wright,SF,27,PHI,79,1783,16,0.603,0.235,9.6,13.1,1.8,1.5,8.8,18.7,1.9,0.6,2.1,2013,4583111,74448020,22.56962025,0.551,65829076
Evan Turner,SF,24,PHI,82,2892,12.1,0.151,0.198,10.1,19.7,1.3,0.5,14,21.2,-2.2,-0.2,-0.3,2013,5908127,74448020,35.26829268,0.478,65829076
Jrue Holiday,PG,22,PHI,78,2926,16.7,0.192,0.188,6.4,36.5,2.2,0.9,17.3,26.6,1.2,-0.7,1.9,2013,2985664,74448020,37.51282051,0.496,65829076
Lavoy Allen,C,23,PHI,79,1669,11.5,0.002,0.132,13.4,6.7,0.8,2.6,10.3,14.8,-3,-0.3,-0.6,2013,3348595,74448020,21.12658228,0.474,65829076
Nick Young,SG,27,PHI,59,1411,13.3,0.387,0.236,5.2,9.7,1.3,0.8,7.7,21.2,-0.1,-0.6,0.5,2013,6697191,74448020,23.91525424,0.525,65829076
Royal Ivey,SG,31,PHI,53,698,8.1,0.611,0.111,4.6,6.7,1.7,0.3,11.7,11.3,-3.4,0.6,-0.1,2013,1365296,74448020,13.16981132,0.563,65829076
Spencer Hawes,C,24,PHI,82,2233,16,0.107,0.194,14.9,13.5,0.6,3.9,13,20.9,-1.1,0.6,0.9,2013,7255290,74448020,27.23170732,0.514,65829076
Thaddeus Young,PF,24,PHI,76,2629,18.2,0.008,0.196,12.3,8.2,2.7,1.6,8,19.8,0.2,1,2.1,2013,8973264,74448020,34.59210526,0.541,65829076
Goran Dragic,PG,26,PHO,77,2581,17.5,0.305,0.36,5.2,35.7,2.5,0.8,16.8,21.7,1.7,-0.3,2.2,2013,8371488,60493782,33.51948052,0.54,65829076
Jared Dudley,SF,27,PHO,79,2170,14.9,0.405,0.242,6.4,14.9,1.8,0.3,12,17.2,1,-0.4,1.5,2013,4743843,60493782,27.46835443,0.582,65829076
Jermaine O'Neal,C,34,PHO,55,1029,16.7,0,0.31,16.2,6.8,0.9,5.7,14.8,21.4,-1.9,0.6,0.2,2013,1509302,60493782,18.70909091,0.538,65829076
Kendall Marshall,PG,21,PHO,48,702,7.8,0.483,0.093,3.4,29.4,1.6,0.4,26.6,13.6,-3.5,-1.7,-0.6,2013,2142163,60493782,14.625,0.455,65829076
Luis Scola,PF,32,PHO,82,2184,16.7,0.017,0.251,14.1,14.5,1.6,1.2,11,23.3,-0.3,-0.2,0.8,2013,5022893,60493782,26.63414634,0.516,65829076
Marcin Gortat,C,28,PHO,61,1876,15.4,0.005,0.244,15.6,6.5,1.1,3.9,13.6,17.2,-0.8,0.3,0.7,2013,8102440,60493782,30.75409836,0.543,65829076
Markieff Morris,PF,23,PHO,82,1837,12.6,0.205,0.194,12.3,9.4,2.2,2.6,12.8,19.7,-2.2,0.2,0,2013,2302762,60493782,22.40243902,0.473,65829076
Michael Beasley,SF,24,PHO,75,1554,10.8,0.188,0.164,10.3,12.5,1,1.6,14.9,27.6,-2.7,-2,-1.1,2013,6418141,60493782,20.72,0.462,65829076
Sebastian Telfair,PG,27,PHO,46,795,10.9,0.457,0.231,4.9,21.9,1.8,0.9,16.3,18.2,-1.4,-0.3,0.1,2013,1749641,60493782,17.2826087,0.505,65829076
Shannon Brown,SG,27,PHO,59,1402,13.1,0.247,0.219,6,12.8,2.2,0.8,10.6,22.2,-1.1,-0.5,0.2,2013,3906694,60493782,23.76271186,0.493,65829076
Wesley Johnson,SF,25,PHO,50,953,10.3,0.391,0.088,7.3,5.9,1.2,1.4,10.4,21.4,-1.6,-1.7,-0.3,2013,4783535,60493782,19.06,0.485,65829076
Damian Lillard,PG,22,POR,82,3167,16.4,0.391,0.249,4.7,28.8,1.2,0.5,14.5,24.2,2.1,-1.9,1.8,2013,3421193,66349730,38.62195122,0.546,65829076
LaMarcus Aldridge,PF,27,POR,74,2790,20.4,0.011,0.264,14,13,1.2,2.5,8.9,26.5,1.7,-0.4,2.3,2013,14510580,66349730,37.7027027,0.53,65829076
Meyers Leonard,C,20,POR,69,1206,12.1,0.025,0.321,12.3,4.3,0.5,2.4,13.4,13.9,-2.7,-0.6,-0.4,2013,2373618,66349730,17.47826087,0.596,65829076
Nicolas Batum,SF,24,POR,73,2807,15.7,0.533,0.252,8.5,20.3,1.7,2.2,17,18.2,2.3,0.5,3.4,2013,13338572,66349730,38.45205479,0.566,65829076
Victor Claver,SF,24,POR,49,812,7,0.46,0.159,8.5,7.9,1.7,1.1,17.5,13.9,-3.6,0,-0.3,2013,1400516,66349730,16.57142857,0.462,65829076
Wesley Matthews,SG,26,POR,69,2403,14.1,0.526,0.231,4.6,11.8,2,0.6,10.9,19.1,0.7,-0.2,1.5,2013,7261228,66349730,34.82608696,0.574,65829076
Will Barton,SG,22,POR,73,894,9.1,0.21,0.21,9.4,10.4,2,0.8,15.1,20.4,-4,-0.6,-0.6,2013,613909,66349730,12.24657534,0.437,65829076
Aaron Brooks,PG,28,SAC,46,959,12.1,0.419,0.172,4.7,17.8,1.5,0.6,16.2,18,-0.7,-1.4,0,2013,6418141,60745677,20.84782609,0.562,65829076
Chuck Hayes,C,29,SAC,74,1209,10.7,0.005,0.253,14.2,13.1,1.3,1.2,17.2,9.4,-1.2,-0.2,0.2,2013,6123744,60745677,16.33783784,0.469,65829076
DeMarcus Cousins,C,22,SAC,75,2289,20.2,0.021,0.408,18.7,15.3,2.4,1.9,15.5,28.1,0.7,-0.5,1.2,2013,4331743,60745677,30.52,0.524,65829076
Isaiah Thomas,PG,23,SAC,79,2122,17.5,0.386,0.345,4.4,24.6,1.6,0.1,12.7,23,2.5,-2,1.3,2013,850760,60745677,26.86075949,0.574,65829076
James Johnson,SF,25,SAC,54,878,10.2,0.074,0.237,9.5,10.2,2.4,4.5,17.9,19.3,-3.9,0.3,-0.3,2013,3138756,60745677,16.25925926,0.442,65829076
Jason Thompson,PF,26,SAC,82,2285,14.6,0.004,0.277,13.8,6,1.1,2.1,10.8,18.2,-1,-1.6,-0.3,2013,5860042,60745677,27.86585366,0.533,65829076
Jimmer Fredette,SG,23,SAC,69,967,14.6,0.381,0.242,4.2,15.9,1.6,0.2,13.1,23.9,1.1,-2.5,0.2,2013,2685841,60745677,14.01449275,0.546,65829076
John Salmons,SF,33,SAC,76,2278,10.2,0.436,0.18,5.2,14.8,1.1,0.9,11.4,14.5,-1.1,-1.5,-0.3,2013,9018883,60745677,29.97368421,0.509,65829076
Marcus Thornton,SG,25,SAC,72,1726,16.3,0.49,0.163,6,9,1.8,0.2,7.6,23.1,2.3,-2,1,2013,8519385,60745677,23.97222222,0.552,65829076
Thomas Robinson,PF,21,SAC,51,809,10.6,0,0.292,16.9,6.8,1.6,2,19.2,18.6,-3.7,-1.9,-0.7,2013,3766768,60745677,15.8627451,0.45,65829076
Tyreke Evans,SG,23,SAC,65,2016,18.1,0.174,0.354,8.2,19,2.3,1,12.6,22.3,2,-0.2,1.9,2013,5862078,60745677,31.01538462,0.558,65829076
Boris Diaw,PF,30,SAS,75,1709,11.9,0.235,0.196,8.6,15,1.6,1.1,18.9,12,-0.7,1.5,1.2,2013,5022893,77953731,22.78666667,0.603,65829076
Danny Green,SG,25,SAS,80,2201,14.1,0.623,0.119,6.4,9.5,2.1,1.8,11.9,16.6,1.4,1.4,2.7,2013,3906694,77953731,27.5125,0.6,65829076
DeJuan Blair,PF,23,SAS,61,851,14.6,0.004,0.258,15.6,8.3,2.2,0.9,14,19,-2.4,0.8,0.1,2013,1176473,77953731,13.95081967,0.543,65829076
Gary Neal,SG,28,SAS,68,1484,11.5,0.42,0.124,5.6,13.5,1,0.1,9.9,21.7,-1.2,-0.9,0,2013,1084944,77953731,21.82352941,0.512,65829076
Kawhi Leonard,SF,21,SAS,58,1810,16.4,0.331,0.24,11.1,7.7,2.7,1.3,9.6,16.4,1.1,2,2.3,2013,2078272,77953731,31.20689655,0.592,65829076
Manu Ginobili,SG,35,SAS,60,1393,19,0.436,0.382,8.3,30.6,2.9,0.7,17.3,25.2,2.1,1.5,2,2013,15746761,77953731,23.21666667,0.56,65829076
Matt Bonner,PF,32,SAS,68,909,11.8,0.522,0.065,8.2,5.8,1,1.5,6.3,12.8,-0.2,0.4,0.5,2013,4051800,77953731,13.36764706,0.609,65829076
Nando De Colo,SG,25,SAS,72,920,11.1,0.34,0.183,8.7,21.6,2.3,0.5,23.7,17.1,-2.4,1.2,0.2,2013,1562677,77953731,12.77777778,0.53,65829076
Stephen Jackson,SF,34,SAS,55,1075,8,0.515,0.212,8.3,10.7,1.8,0.9,17.6,18.7,-3.6,0.1,-0.4,2013,11228956,77953731,19.54545455,0.473,65829076
Tiago Splitter,PF,28,SAS,81,1997,18.7,0.004,0.506,14.9,10,1.6,2.3,12.7,18.2,0.8,1.3,2.1,2013,4402286,77953731,24.65432099,0.609,65829076
Tim Duncan,C,36,SAS,69,2078,24.4,0.007,0.307,19.1,15.5,1.2,6.4,11.7,27.8,2.4,2.9,3.8,2013,10758539,77953731,30.11594203,0.554,65829076
Tony Parker,PG,30,SAS,66,2174,23,0.068,0.332,5.3,40.4,1.3,0.2,13,27.7,4.1,-0.5,3.1,2013,13952481,77953731,32.93939394,0.588,65829076
Alan Anderson,SF,30,TOR,65,1495,12.6,0.463,0.239,5.9,11.7,1.7,0.4,10.5,23.6,-0.5,-1.3,0.1,2013,987969,71110922,23,0.544,65829076
Amir Johnson,PF,25,TOR,81,2325,17.3,0.021,0.309,15.6,8.7,1.9,3.8,14.5,16.1,0,1,1.8,2013,6697191,71110922,28.7037037,0.509,65829076
DeMar DeRozan,SG,23,TOR,82,3013,14.7,0.097,0.347,6.3,12,1.3,0.6,9.6,24.2,-0.2,-1.2,0.4,2013,3732846,71110922,36.74390244,0.591,65829076
Ed Davis,C,23,TOR,45,1087,18.1,0,0.301,16.4,8.8,1.2,2.8,10.5,18.3,0.7,-0.3,0.6,2013,2463494,71110922,24.15555556,0.57,65829076
Jonas Valanciunas,C,20,TOR,62,1482,15.6,0,0.505,14.9,5,0.6,4.2,17.4,16.9,-1.1,0,0.3,2013,3766768,71110922,23.90322581,0.594,65829076
Kyle Lowry,PG,26,TOR,68,2020,17.5,0.448,0.384,9.5,34.6,2.5,1,17.7,20.3,2,0.9,2.5,2013,6418141,71110922,29.70588235,0.543,65829076
Landry Fields,SF,24,TOR,51,1037,10.3,0.063,0.238,11.9,8.9,1.6,0.6,14.6,12.9,-1.8,0,0.1,2013,5580992,71110922,20.33333333,0.487,65829076
Terrence Ross,SG,21,TOR,73,1239,10.4,0.429,0.092,6.9,7.2,1.8,0.9,9.2,19.6,-1.7,-0.7,-0.1,2013,2861173,71110922,16.97260274,0.491,65829076
Al Jefferson,C,28,UTA,78,2578,20.9,0.014,0.176,16.3,12,1.6,2.7,7.3,25.3,2.2,0.1,2.8,2013,16742977,73286873,33.05128205,0.522,65829076
Alec Burks,SG,21,UTA,64,1137,11.5,0.237,0.332,7.5,13,1.6,0.9,14.3,20.7,-1.9,-0.7,-0.2,2013,2423981,73286873,17.765625,0.507,65829076
DeMarre Carroll,SF,26,UTA,66,1111,15.5,0.216,0.302,9.9,8.7,2.8,1.7,8.5,16.4,0.4,0.9,0.9,2013,987969,73286873,16.83333333,0.535,65829076
Derrick Favors,PF,21,UTA,77,1787,17.5,0.009,0.458,17.9,6.8,2,5.7,15.9,20.6,-1.6,1.1,0.7,2013,5305648,73286873,23.20779221,0.533,65829076
Earl Watson,PG,33,UTA,48,829,7.7,0.233,0.208,6.1,31.8,2.5,0.8,34.5,11,-3.9,0.4,-0.3,2013,2232397,73286873,17.27083333,0.366,65829076
Enes Kanter,C,20,UTA,70,1078,17.6,0.003,0.309,16.5,5,1.4,2.3,19,22.4,-0.7,-1.4,0,2013,4959671,73286873,15.4,0.588,65829076
Gordon Hayward,SF,22,UTA,72,2104,16.8,0.318,0.38,6.3,16.7,1.5,1.4,11.7,22.1,2.5,-0.5,2.1,2013,3024585,73286873,29.22222222,0.564,65829076
Jamaal Tinsley,PG,34,UTA,66,1221,10.6,0.543,0.111,5.5,34.1,2.8,0.9,30.2,13.1,-1.8,0.3,0.2,2013,1509302,73286873,18.5,0.467,65829076
Marvin Williams,SF,26,UTA,73,1727,10.9,0.353,0.211,8.9,6.9,1.1,1.7,10.5,15.1,-0.8,-0.4,0.4,2013,9250495,73286873,23.65753425,0.515,65829076
Paul Millsap,PF,27,UTA,78,2375,19.8,0.045,0.407,13.7,14.5,2.3,2.7,11.8,22.4,1.7,1,2.8,2013,8036629,73286873,30.44871795,0.55,65829076
Randy Foye,SG,29,UTA,82,2249,11.7,0.588,0.195,3.3,11.7,1.5,0.9,10.3,18.1,0.1,-0.7,0.8,2013,2790496,73286873,27.42682927,0.55,65829076
Bradley Beal,SG,19,WAS,56,1745,13.6,0.344,0.231,6.7,13.7,1.5,1.3,10.6,22.2,0,0.2,1,2013,4613560,66654386,31.16071429,0.515,65829076
Chris Singleton,PF,23,WAS,57,924,7.8,0.149,0.29,11,6.3,2.1,2.1,14.2,15.7,-5.6,1.3,-0.6,2013,1781854,66654386,16.21052632,0.425,65829076
Emeka Okafor,C,30,WAS,79,2052,15.8,0,0.278,18.7,7.9,1.1,3,12.2,19.5,-1,0.3,0.7,2013,15116955,66654386,25.97468354,0.496,65829076
Garrett Temple,SG,26,WAS,51,1156,8.8,0.31,0.143,5.9,15.5,2.3,1.2,18.2,13.2,-3.8,1.5,-0.1,2013,639518,66654386,22.66666667,0.478,65829076
John Wall,PG,22,WAS,49,1602,20.8,0.061,0.416,6.8,43.9,2.1,1.8,15.3,29.3,2.7,1.1,2.4,2013,6603296,66654386,32.69387755,0.521,65829076
Jordan Crawford,SG,24,WAS,43,1127,14.7,0.337,0.209,6.6,25.5,1.2,0.4,14.9,26.4,1.3,-0.8,0.7,2013,1337964,66654386,26.20930233,0.512,65829076
Kevin Seraphin,C,23,WAS,79,1721,10.3,0,0.123,11.1,6.1,0.7,2.7,14.7,23.5,-4.9,-0.7,-1.5,2013,2006478,66654386,21.78481013,0.478,65829076
Martell Webster,SF,26,WAS,76,2200,13.9,0.517,0.311,7.4,10.7,1.2,0.6,11.1,16.9,0.5,0.3,1.6,2013,2455636,66654386,28.94736842,0.601,65829076
Nenê,PF,30,WAS,61,1659,17,0.002,0.453,13.6,19,1.7,1.8,16.3,23.4,-0.4,1.7,1.3,2013,14510580,66654386,27.19672131,0.538,65829076
Trevor Ariza,SF,27,WAS,56,1471,14,0.463,0.211,10,12.7,2.5,1.1,14.6,17.9,0.1,2,1.6,2013,8102440,66654386,26.26785714,0.538,65829076
Trevor Booker,PF,25,WAS,48,887,13.9,0.023,0.327,14.9,7.4,1.9,1.4,11,14.5,-1.5,0.6,0.2,2013,1546247,66654386,18.47916667,0.509,65829076
Ivan Johnson,PF,27,ATL,56,934,14.3,0.022,0.364,14.2,5.7,2.4,1.5,17.8,19.5,-2.8,0.6,0,2012,537432,83598545,16.67857143,0.558,67191376
Jannero Pargo,PG,32,ATL,50,671,13.6,0.545,0.079,6.4,24.1,1.6,0.2,15.8,21.8,0,-0.6,0.2,2012,1388014,83598545,13.42,0.539,67191376
Jeff Teague,PG,23,ATL,66,2183,15.8,0.222,0.275,4.3,24.3,2.6,1.3,15.1,19.1,0,1.3,1.8,2012,1792848,83598545,33.07575758,0.551,67191376
Joe Johnson,SG,30,ATL,60,2127,18.4,0.346,0.2,6.1,19.7,1.2,0.5,10.3,24.9,3.1,-1,2.2,2012,20469667,83598545,35.45,0.557,67191376
Josh Smith,PF,26,ATL,66,2329,21.1,0.099,0.292,15.9,20.6,2.1,3.8,11.7,28.4,1.7,2.1,3.3,2012,14071172,83598545,35.28787879,0.499,67191376
Kirk Hinrich,SG,31,ATL,48,1237,9.2,0.461,0.108,4.8,16.3,1.6,0.7,15.8,13.9,-2.6,0.5,-0.1,2012,9191653,83598545,25.77083333,0.511,67191376
Marvin Williams,SF,25,ATL,57,1500,15.8,0.317,0.311,11.5,7.7,1.7,0.9,6.8,18,1.1,0.2,1.2,2012,8510789,83598545,26.31578947,0.542,67191376
Tracy McGrady,SF,32,ATL,52,837,13.6,0.143,0.359,10.8,20.8,1,1.4,16.5,18,-0.1,0.7,0.5,2012,1534417,83598545,16.09615385,0.51,67191376
Willie Green,SG,30,ATL,53,922,13.9,0.348,0.172,5.1,7.4,1.3,0.5,8.6,19.5,0.1,-0.6,0.3,2012,1388014,83598545,17.39622642,0.578,67191376
Zaza Pachulia,C,27,ATL,58,1640,14,0,0.466,16.4,7.4,1.8,1.4,16.5,14,-1.5,0.8,0.5,2012,5390166,83598545,28.27586207,0.557,67191376
Avery Bradley,PG,21,BOS,64,1368,11.3,0.134,0.194,5,10.8,1.7,0.7,14.7,17.9,-2.3,0.7,0.1,2012,1729937,90578092,21.375,0.555,67191376
Brandon Bass,PF,26,BOS,59,1868,14.1,0,0.258,11.5,5.1,1,2.2,8.5,19.8,-1.3,0.3,0.5,2012,4822780,90578092,31.66101695,0.524,67191376
Greg Stiemsma,C,26,BOS,55,766,13.6,0,0.339,13.6,5.6,2.6,8.5,19.2,10.8,-4,5.5,0.7,2012,864917,90578092,13.92727273,0.579,67191376
Kevin Garnett,C,35,BOS,60,1864,20.4,0.012,0.243,15.6,17.9,1.6,2.5,11.1,24.9,1.8,2.5,2.9,2012,24110550,90578092,31.06666667,0.55,67191376
Keyon Dooling,SG,31,BOS,46,662,6.9,0.497,0.19,3.5,12.1,1,0.2,16.1,15.3,-3.8,-0.5,-0.4,2012,2549151,90578092,14.39130435,0.515,67191376
Mickael Pietrus,SG,29,BOS,42,921,8.5,0.674,0.115,8.3,4.4,1.2,0.8,10.4,16.5,-2.1,0.3,0,2012,7402305,90578092,21.92857143,0.509,67191376
Paul Pierce,SF,34,BOS,61,2075,19.6,0.307,0.387,9,24.3,1.8,1,14.2,28.1,3,1.1,3.2,2012,17399837,90578092,34.01639344,0.567,67191376
Rajon Rondo,PG,25,BOS,53,1957,17.5,0.073,0.316,7.7,52.5,2.6,0.1,22.8,20.7,1.5,0.6,2.1,2012,11399300,90578092,36.9245283,0.483,67191376
Ray Allen,SG,36,BOS,46,1565,14.8,0.475,0.215,5.3,11.8,1.7,0.4,11.2,18.6,1.5,0.7,1.6,2012,11347719,90578092,34.02173913,0.607,67191376
Carlos Boozer,PF,30,CHI,66,1948,19.7,0.001,0.163,16.1,11.8,1.7,0.9,11.3,23.8,1.1,1.6,2.3,2012,15319421,78921621,29.51515152,0.549,67191376
Joakim Noah,C,26,CHI,64,1945,19.6,0.002,0.42,18,12.7,1.1,3.4,13.7,15.8,1.7,2.1,2.8,2012,13617263,78921621,30.390625,0.561,67191376
Kyle Korver,SG,30,CHI,65,1469,13.6,0.658,0.16,6,11.7,1.3,0.7,10.7,15.3,1.1,1.2,1.6,2012,5673859,78921621,22.6,0.6,67191376
Luol Deng,SF,26,CHI,54,2129,14.1,0.285,0.219,9.2,11.7,1.4,1.2,10.4,19.8,0.6,1.1,2,2012,13986064,78921621,39.42592593,0.5,67191376
Ronnie Brewer,SG,26,CHI,66,1635,12.3,0.155,0.225,7.9,12.7,2.4,0.9,10.8,15.3,-1.5,2.2,1.1,2012,5344776,78921621,24.77272727,0.465,67191376
Taj Gibson,PF,26,CHI,63,1284,16.9,0,0.334,14.4,5.9,1.1,4.5,11.5,18.6,-0.7,1.5,0.9,2012,1356824,78921621,20.38095238,0.522,67191376
Alonzo Gee,SG,24,CLE,63,1827,13.2,0.249,0.385,10,10.6,2.4,0.7,15,18.7,-1.2,-0.2,0.3,2012,969536,73619002,29,0.516,67191376
Antawn Jamison,PF,35,CLE,65,2151,16.1,0.256,0.26,10.8,11.9,1.2,1.5,7.2,26.2,1.4,-1.6,0.9,2012,17108633,73619002,33.09230769,0.481,67191376
Anthony Parker,SF,36,CLE,51,1280,10.9,0.423,0.172,6.1,15.7,1.6,0.4,12.5,14.1,-1.3,-0.3,0.1,2012,2553236,73619002,25.09803922,0.523,67191376
Kyrie Irving,PG,19,CLE,51,1558,21.4,0.245,0.262,7,36.5,1.8,1,16.1,28.7,4.6,-0.5,2.4,2012,5837584,73619002,30.54901961,0.566,67191376
Omri Casspi,SF,23,CLE,65,1341,11.2,0.408,0.262,9.7,8.4,1.5,1.2,12.2,17.6,-1.3,-0.9,-0.1,2012,1522818,73619002,20.63076923,0.499,67191376
Samardo Samuels,C,23,CLE,54,825,11.1,0,0.506,12.4,4.2,1.3,1.8,16.5,18.4,-4,-1.3,-0.7,2012,864917,73619002,15.27777778,0.517,67191376
Tristan Thompson,PF,20,CLE,60,1424,13.3,0.005,0.434,15.5,3.3,1,3.3,13.3,19.2,-2.4,-2.3,-1,2012,4228841,73619002,23.73333333,0.469,67191376
Brandan Wright,C,24,DAL,49,791,21.6,0.004,0.352,12.4,2.9,1.5,6.4,7.2,17,1.9,1.8,1.1,2012,1039283,87581958,16.14285714,0.632,67191376
Brendan Haywood,C,32,DAL,54,1146,12.9,0,0.421,15.9,2.6,1.1,3.8,14.5,12.8,-2.1,0.2,0,2012,8652068,87581958,21.22222222,0.52,67191376
Delonte West,PG,28,DAL,44,1060,15.3,0.211,0.194,5.4,22.2,2.9,0.8,16.3,20.4,-0.6,1.6,0.8,2012,1300831,87581958,24.09090909,0.539,67191376
Dirk Nowitzki,PF,33,DAL,62,2079,21.7,0.205,0.343,11.3,12.6,1.1,1.2,9,29.2,3.7,0.1,3,2012,21666057,87581958,33.53225806,0.564,67191376
Ian Mahinmi,C,25,DAL,61,1139,13.5,0.004,0.618,14.3,1.7,1.8,2.2,14.2,14.4,-2.8,0.4,-0.1,2012,1039283,87581958,18.67213115,0.585,67191376
Jason Kidd,PG,38,DAL,48,1379,13.1,0.817,0.103,8.1,28.4,3.1,0.6,24.2,12.7,-0.8,2.4,1.2,2012,11485027,87581958,28.72916667,0.524,67191376
Jason Terry,SG,34,DAL,63,2000,15.7,0.44,0.134,4.2,19.9,1.9,0.4,12.6,23.3,1.7,-0.3,1.7,2012,12661785,87581958,31.74603175,0.54,67191376
Lamar Odom,SF,32,DAL,50,1027,9.2,0.318,0.281,11.4,12.9,1,1.4,11.7,20.1,-3.2,0.1,-0.3,2012,10099470,87581958,20.54,0.423,67191376
Rodrigue Beaubois,PG,23,DAL,53,1151,15.3,0.297,0.155,7.4,22.7,2.6,1.9,12.8,22,-0.4,1.7,1,2012,1403395,87581958,21.71698113,0.496,67191376
Shawn Marion,SF,33,DAL,63,1919,15,0.105,0.144,13.6,11.5,1.8,1.5,12.5,19,-0.2,0.6,1.2,2012,9103650,87581958,30.46031746,0.488,67191376
Vince Carter,SG,35,DAL,61,1542,13.6,0.378,0.212,7.5,15,1.9,1.3,12.4,20.4,-0.7,0.8,0.8,2012,24170642,87581958,25.27868852,0.519,67191376
Al Harrington,PF,31,DEN,64,1761,15.3,0.392,0.228,12.9,8.2,1.7,0.5,11.6,24.4,0.5,-0.8,0.7,2012,7065317,66444493,27.515625,0.535,67191376
Andre Miller,SG,35,DEN,66,1809,14.8,0.15,0.306,7.1,36.5,1.8,0.4,22,19.8,0.5,-0.9,0.7,2012,8859990,66444493,27.40909091,0.51,67191376
Arron Afflalo,SG,26,DEN,62,2086,14.7,0.316,0.353,5.5,11.1,0.9,0.5,9.5,19.1,1.4,-1.2,1.1,2012,8581713,66444493,33.64516129,0.584,67191376
Corey Brewer,SF,25,DEN,59,1287,13.7,0.274,0.281,6.8,10.6,2.9,1,9.7,20,-0.8,0.7,0.6,2012,3471267,66444493,21.81355932,0.505,67191376
Danilo Gallinari,SF,23,DEN,43,1351,16.5,0.393,0.448,8.7,13,1.6,1.3,10.9,20.7,1.9,-0.1,1.3,2012,4754901,66444493,31.41860465,0.563,67191376
Kenneth Faried,PF,22,DEN,46,1037,21.9,0,0.531,19.8,5.5,1.7,3.6,12.4,18.7,2.4,-0.2,1.1,2012,1423821,66444493,22.54347826,0.618,67191376
Kosta Koufos,C,22,DEN,48,792,17.3,0,0.286,19,2.9,1.5,4.1,13.2,14,0.5,0.4,0.6,2012,2500801,66444493,16.5,0.608,67191376
Timofey Mozgov,C,25,DEN,44,687,13.2,0,0.3,15.2,4.9,1.1,4.8,19.8,17.4,-2.9,0.4,-0.1,2012,3794559,66444493,15.61363636,0.556,67191376
Ty Lawson,PG,24,DEN,61,2124,19.4,0.261,0.282,6.2,30.2,2,0.2,14.7,21.2,3.6,-0.4,2.8,2012,1877412,66444493,34.81967213,0.579,67191376
Ben Gordon,SG,28,DET,52,1398,13.5,0.277,0.257,5.2,16.5,1.3,0.6,16.3,23.3,-0.3,-1.4,0.1,2012,13163354,80482110,26.88461538,0.549,67191376
Ben Wallace,C,37,DET,62,980,10.7,0.047,0.547,16.4,6.4,2.6,4.1,24.2,6.6,-1.8,2.4,0.7,2012,2549151,80482110,15.80645161,0.398,67191376
Brandon Knight,PG,20,DET,66,2129,11.7,0.359,0.178,5.9,20.8,1.2,0.4,17.1,21.7,-0.9,-1.7,-0.3,2012,2908783,80482110,32.25757576,0.511,67191376
Damien Wilkins,SF,32,DET,60,922,6.9,0.119,0.28,6.5,7.5,1.7,1.1,12.2,12.4,-4.2,0.2,-0.5,2012,1300831,80482110,15.36666667,0.445,67191376
Greg Monroe,C,21,DET,66,2082,22,0.001,0.348,18.3,14,2.1,1.7,15.2,23.6,2.8,0.1,2.6,2012,3413303,80482110,31.54545455,0.563,67191376
Jason Maxiell,PF,28,DET,65,1466,11.7,0.005,0.277,13.6,4.7,1.2,2.7,14.2,15.8,-2.6,-0.6,-0.5,2012,5673859,80482110,22.55384615,0.493,67191376
Jonas Jerebko,PF,24,DET,64,1468,14.2,0.234,0.274,12.5,5.1,1.5,1.1,11.5,18.1,-0.8,-0.7,0.2,2012,5106473,80482110,22.9375,0.548,67191376
Rodney Stuckey,SG,25,DET,55,1644,17.6,0.174,0.536,5.2,22.7,1.4,0.5,12.6,23.7,1.7,-1,1.1,2012,9645561,80482110,29.89090909,0.55,67191376
Tayshaun Prince,SF,31,DET,63,2087,12.8,0.13,0.144,8,13.2,0.7,1.2,8,20.4,0,-1.5,0.3,2012,7140138,80482110,33.12698413,0.47,67191376
Andris Biedrins,C,25,GSW,47,739,8.8,0,0.141,13.5,3,1.6,4.7,17.1,5.1,-3.8,1.5,0,2012,10212947,69875734,15.72340426,0.581,67191376
Brandon Rush,SF,26,GSW,65,1717,15.2,0.467,0.175,8.3,7.9,1.1,2.6,11.9,15.4,2.1,-0.4,1.6,2012,3355132,69875734,26.41538462,0.628,67191376
Charles Jenkins,PG,22,GSW,51,893,12.4,0.069,0.134,4.3,29.9,1.9,0.5,16.3,19,-2.7,-1.5,-0.5,2012,537432,69875734,17.50980392,0.482,67191376
David Lee,PF,28,GSW,57,2121,19.7,0.005,0.304,14.6,13.6,1.3,0.8,12.5,26,1.2,-1.6,0.9,2012,13174702,69875734,37.21052632,0.549,67191376
Dominic McGuire,PF,26,GSW,64,1127,11.8,0.019,0.252,12.4,14,2,2.5,19.4,11.8,-1.8,1,0.3,2012,1039283,69875734,17.609375,0.486,67191376
Dorell Wright,SF,26,GSW,61,1650,15,0.555,0.186,9.6,8.8,1.8,1.2,8.2,17.3,1.6,-0.7,1.2,2012,4338233,69875734,27.04918033,0.553,67191376
