PLAYER,POS,AGE,TEAM,G,MP,PER,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,VORP,SEASON,AdjustedSalary,AdjustedPayroll,MinutesPG,TS%,AdjustedSalaryCap
Alonzo Gee,SF,25,CLE,82,2541,10.5,0.294,0.276,7.3,8.2,2.2,0.9,13.7,16.9,-2.2,-0.3,-0.4,2013,3906694,60801765,30.98780488,0.505,65829076
Daniel Gibson,PG,26,CLE,46,919,7.7,0.66,0.15,3.8,13.4,1.7,0.4,10.5,14.3,-2.8,-0.6,-0.3,2013,5349193,60801765,19.97826087,0.475,65829076
Dion Waiters,SG,21,CLE,61,1756,13.7,0.249,0.261,4.9,18.4,1.7,0.7,11.8,26.1,-0.4,-1.8,-0.1,2013,4159625,60801765,28.78688525,0.492,65829076
Kyrie Irving,PG,20,CLE,59,2048,21.4,0.261,0.271,6.1,32.7,2.3,0.8,13.8,30.2,4.3,-0.7,3,2013,6172667,60801765,34.71186441,0.553,65829076
Luke Walton,PF,32,CLE,50,857,11.3,0.37,0.11,9.8,28.7,2.5,1.2,24,13,-1.9,0.9,0.2,2013,6799170,60801765,17.14,0.453,65829076
Shaun Livingston,PG,27,CLE,49,1135,14.6,0.004,0.296,6.2,24.6,1.7,2.1,15.7,14.7,-0.3,0.1,0.5,2013,2275309,60801765,23.16326531,0.559,65829076
Tristan Thompson,PF,21,CLE,82,2564,16.1,0.004,0.364,17.5,6.9,1.2,2.2,11.7,18.3,-0.2,-1.6,0.1,2013,4471580,60801765,31.26829268,0.516,65829076
Tyler Zeller,C,23,CLE,77,2033,11,0.007,0.281,12.5,7.4,0.9,2.8,13.1,15.9,-3.1,-0.9,-1,2013,1744752,60801765,26.4025974,0.486,65829076
Brandan Wright,C,25,DAL,64,1149,21,0.007,0.238,12.6,5.6,1.2,5.2,7.1,19,2.1,0.4,1.3,2013,1108027,77873331,17.953125,0.606,65829076
Chris Kaman,C,30,DAL,66,1363,16.3,0.002,0.138,15.2,6.6,1.1,3,13.6,25.3,-1.5,-0.8,-0.1,2013,8929588,77873331,20.65151515,0.529,65829076
Dahntay Jones,SF,32,DAL,50,635,6.9,0.264,0.586,6.1,6.1,0.8,0.6,11.1,14.2,-4,-0.8,-0.4,2013,3236975,77873331,12.7,0.494,65829076
Darren Collison,PG,25,DAL,81,2372,16.3,0.188,0.38,5.1,26.8,2.2,0.3,17,19.6,0.4,-0.3,1.3,2013,2588848,77873331,29.28395062,0.575,65829076
Dirk Nowitzki,PF,34,DAL,53,1661,19.8,0.216,0.265,12.2,13.5,1.2,1.7,7.9,24.2,3,0.1,2.2,2013,23336504,77873331,31.33962264,0.564,65829076
Elton Brand,C,33,DAL,72,1527,15.2,0.002,0.195,15.7,7.1,1.7,4.6,9.9,17.2,-1.7,0.9,0.4,2013,20270559,77873331,21.20833333,0.499,65829076
Jae Crowder,SF,22,DAL,78,1353,10.2,0.523,0.199,7.7,10,2.4,1,10.9,15.1,-1.9,0.9,0.3,2013,670267,77873331,17.34615385,0.491,65829076
Mike James,PG,37,DAL,45,862,9.5,0.461,0.107,4.7,23.7,1.5,0.3,16.2,17.9,-2.5,-1,-0.3,2013,887824,77873331,19.15555556,0.481,65829076
Rodrigue Beaubois,PG,24,DAL,45,549,10.6,0.409,0.216,5.8,22.6,1.8,0.6,14.6,18.7,-2.3,-0.3,-0.1,2013,2486144,77873331,12.2,0.47,65829076
Shawn Marion,PF,34,DAL,67,2010,18,0.106,0.146,14.5,13.1,1.9,1.8,12.3,19,1.6,0.6,2.1,2013,9651058,77873331,30,0.553,65829076
Vince Carter,SF,36,DAL,81,2093,17.8,0.467,0.261,8.9,15,1.8,1.6,10,23.1,2.7,0.3,2.6,2013,3482539,77873331,25.83950617,0.571,65829076
Andre Iguodala,SG,29,DEN,80,2779,15.2,0.327,0.307,8.5,22.4,2.5,1.5,17.1,18.8,1.2,1.4,3.3,2013,16428488,70816373,34.7375,0.52,65829076
Andre Miller,PG,36,DEN,82,2151,15.7,0.101,0.307,6.2,32.2,1.7,0.4,19.3,17.9,1.1,-0.2,1.6,2013,5580992,70816373,26.23170732,0.548,65829076
Corey Brewer,SF,26,DEN,82,2003,14.7,0.348,0.245,6.6,9.5,3,0.9,9.4,23.4,-0.2,0.6,1.2,2013,3619831,70816373,24.42682927,0.506,65829076
Danilo Gallinari,SF,24,DEN,71,2309,16.7,0.416,0.4,8.9,11.2,1.4,1.2,9.8,21.3,2.9,-0.1,2.8,2013,10535797,70816373,32.52112676,0.561,65829076
JaVale McGee,C,25,DEN,79,1433,20.7,0.002,0.353,14.9,2.7,1.1,8.5,12.9,21.1,0.4,1.2,1.3,2013,11161985,70816373,18.13924051,0.589,65829076
Kenneth Faried,PF,23,DEN,80,2248,18.5,0,0.386,18.3,5.1,1.8,2.9,12.3,17.7,0.9,0.2,1.7,2013,1505528,70816373,28.1,0.573,65829076
Kosta Koufos,C,23,DEN,81,1817,17.2,0.002,0.205,17.3,2.6,1.2,4.4,8.7,14.5,0.2,0.4,1.2,2013,3348595,70816373,22.43209877,0.585,65829076
Ty Lawson,PG,25,DEN,73,2513,17.9,0.239,0.32,4.4,30.2,2.1,0.2,14.1,22.3,2.5,-0.5,2.5,2013,2840198,70816373,34.42465753,0.549,65829076
Wilson Chandler,PF,25,DEN,43,1079,16.6,0.277,0.244,11.3,8.3,2.1,0.9,10.6,22.7,0.7,-0.1,0.7,2013,6619520,70816373,25.09302326,0.556,65829076
Andre Drummond,C,19,DET,60,1243,21.6,0.006,0.465,21.2,4.1,2.5,6.1,12.2,17.2,1,1.5,1.4,2013,2630120,76802817,20.71666667,0.578,65829076
Brandon Knight,PG,21,DET,75,2365,12,0.372,0.256,6,21.3,1.3,0.3,17.3,22.8,-0.9,-1.9,-0.5,2013,3075751,76802817,31.53333333,0.511,65829076
Charlie Villanueva,PF,28,DET,69,1092,14,0.558,0.106,12.7,8.4,1.5,2.8,7.4,21.9,0.5,-0.5,0.6,2013,8996559,76802817,15.82608696,0.481,65829076
Greg Monroe,C,22,DET,81,2687,19.5,0.004,0.371,16.7,18.6,2.1,1.6,16,24.8,1.5,0.4,2.6,2013,3591569,76802817,33.17283951,0.527,65829076
Jason Maxiell,PF,29,DET,72,1789,11.3,0,0.317,13.2,4.7,0.9,4.2,13.5,15.3,-3.3,-0.1,-0.6,2013,5580992,76802817,24.84722222,0.478,65829076
Jonas Jerebko,PF,25,DET,49,892,15.7,0.263,0.278,11.9,8.1,2.3,0.7,10.6,20.2,0.3,-0.4,0.4,2013,5022893,76802817,18.20408163,0.531,65829076
Kyle Singler,SF,24,DET,82,2293,10,0.312,0.193,8.3,5.3,1.3,1.3,12.3,15.8,-2.2,-0.8,-0.6,2013,1116198,76802817,27.96341463,0.517,65829076
Rodney Stuckey,SG,26,DET,76,2171,13,0.243,0.364,5.6,20.3,1.2,0.6,13.4,21,-0.6,-1.3,0.1,2013,9487687,76802817,28.56578947,0.505,65829076
Tayshaun Prince,SF,32,DET,45,1457,12.5,0.11,0.192,8.3,12.6,0.8,0.7,9.3,18.1,-0.4,-1,0.2,2013,7550016,76802817,32.37777778,0.502,65829076
Will Bynum,PG,30,DET,65,1219,16.6,0.141,0.243,4.6,34.8,2,0.3,17.3,27,0.6,-1.6,0.3,2013,3906694,76802817,18.75384615,0.532,65829076
Carl Landry,PF,29,GSW,81,1876,17.5,0.005,0.453,14.2,5.6,0.9,1.3,13.7,20,0.5,-0.7,0.8,2013,4464794,78175171,23.16049383,0.605,65829076
David Lee,PF,29,GSW,79,2907,19.2,0.003,0.276,16.8,16.5,1.2,0.6,13.7,23.2,1.4,0.4,2.8,2013,14224833,78175171,36.79746835,0.561,65829076
Draymond Green,SF,22,GSW,79,1061,7.1,0.261,0.214,13.5,7,2,1.8,15.4,14,-5,1.4,-0.4,2013,948768,78175171,13.43037975,0.404,65829076
Festus Ezeli,C,23,GSW,78,1120,9.3,0,0.479,15.4,2.7,1,5.2,23.5,10.7,-4,0.7,-0.4,2013,1139594,78175171,14.35897436,0.467,65829076
Harrison Barnes,SF,20,GSW,81,2058,11,0.231,0.303,8.9,7.3,1.3,0.5,12.4,17.7,-1.6,-0.1,0.1,2013,3123168,78175171,25.40740741,0.526,65829076
Jarrett Jack,SG,29,GSW,79,2349,15.9,0.237,0.231,5.7,29.9,1.3,0.4,14.3,21,1.1,-0.6,1.4,2013,6228387,78175171,29.73417722,0.542,65829076
Klay Thompson,SG,22,GSW,82,2936,12.7,0.437,0.13,5.7,10.1,1.5,1.2,11,21.8,-0.1,-0.2,1.3,2013,2480371,78175171,35.80487805,0.533,65829076
Stephen Curry,PG,24,GSW,78,2983,21.3,0.432,0.21,5.8,31.1,2.1,0.3,13.7,26.4,5.3,0.1,5.6,2013,4418741,78175171,38.24358974,0.589,65829076
Carlos Delfino,SF,30,HOU,67,1689,13.3,0.679,0.09,7.4,12.5,2,0.4,10,18.6,1.1,0.3,1.5,2013,3348595,53631389,25.20895522,0.549,65829076
Chandler Parsons,SF,24,HOU,76,2758,15.3,0.421,0.165,8.3,15.6,1.4,0.9,12.7,18.3,2,0,2.8,2013,991463,53631389,36.28947368,0.584,65829076
Donatas Motiejunas,PF,22,HOU,44,538,12.2,0.39,0.239,9.8,9.5,0.6,1.4,13.6,22.1,-1.9,-1.6,-0.2,2013,1519592,53631389,12.22727273,0.531,65829076
Greg Smith,C,22,HOU,70,1110,16.1,0.004,0.474,16.4,3.5,0.8,2.7,11,14.7,-0.6,0,0.4,2013,850760,53631389,15.85714286,0.636,65829076
James Harden,SG,23,HOU,78,2985,23,0.364,0.592,7.2,25.7,2.4,1,14.9,29,5.2,0.5,5.8,2013,6496739,53631389,38.26923077,0.558,65829076
Jeremy Lin,PG,24,HOU,82,2640,14.9,0.287,0.307,5.3,29.4,2.5,0.8,18.8,20.8,-0.1,0.4,1.5,2013,5580992,53631389,32.19512195,0.6,65829076
Marcus Morris,PF,23,HOU,54,1154,12.1,0.485,0.188,10.8,6.3,1.2,1.1,10.9,18.4,-0.3,-0.8,0.2,2013,2187704,53631389,21.37037037,0.538,65829076
Omer Asik,C,26,HOU,82,2464,14.9,0.002,0.487,22,4.6,0.9,2.7,18.8,16.3,-1.3,-0.3,0.3,2013,5580992,53631389,30.04878049,0.537,65829076
Patrick Patterson,PF,23,HOU,47,1219,15.5,0.211,0.108,10.3,7,0.7,1.7,8.1,18.6,1.1,-0.9,0.7,2013,2340400,53631389,25.93617021,0.571,65829076
Toney Douglas,PG,26,HOU,49,913,12.3,0.46,0.193,5.6,16,2.2,0.2,12.8,21,-1.2,-0.3,0.1,2013,2308164,53631389,18.63265306,0.522,65829076
David West,PF,32,IND,73,2435,20.1,0.019,0.312,12.9,16.8,1.6,2.1,12,24.4,2.4,1.5,3.7,2013,11161985,73788745,33.35616438,0.545,65829076
George Hill,PG,26,IND,76,2620,16.6,0.405,0.245,6,23.4,1.6,0.7,10.7,18.8,2.2,1.1,3.5,2013,8929588,73788745,34.47368421,0.558,65829076
Gerald Green,SF,27,IND,60,1080,9.9,0.443,0.153,7.3,7.9,0.9,1.6,10.5,21.3,-1.6,-0.3,0,2013,3906694,73788745,18,0.465,65829076
Ian Mahinmi,C,26,IND,80,1322,10.6,0.006,0.52,13.1,3.3,1.6,3.7,18.5,17.1,-4.7,1.4,-0.5,2013,4464794,73788745,16.525,0.497,65829076
Lance Stephenson,SG,22,IND,78,2278,11.8,0.314,0.192,7.4,16.2,1.9,0.5,14.4,15.2,-1.7,1.7,1.2,2013,1021592,73788745,29.20512821,0.53,65829076
Orlando Johnson,SG,23,IND,51,619,11.4,0.522,0.178,9.9,12.5,0.9,1.1,13,16.4,-0.5,0.7,0.3,2013,613909,73788745,12.1372549,0.523,65829076
Paul George,SF,22,IND,79,2972,16.8,0.399,0.233,11.3,19.6,2.6,1.3,15.2,23.5,1.5,2.3,4.4,2013,2873228,73788745,37.62025316,0.531,65829076
Roy Hibbert,C,26,IND,79,2269,17.3,0.005,0.261,16.1,8.9,0.9,6.7,14.5,22.5,-1.7,1.4,0.9,2013,15257038,73788745,28.72151899,0.489,65829076
Sam Young,SG,27,IND,56,693,7.5,0.351,0.291,9.9,9.4,1.2,0.9,16.5,13.2,-3.5,0.8,-0.1,2013,849783,73788745,12.375,0.464,65829076
Tyler Hansbrough,PF,27,IND,81,1366,15.3,0.007,0.737,15.2,4.4,1.1,1,12.6,20.6,-1.3,-0.7,0,2013,3410275,73788745,16.86419753,0.527,65829076
Blake Griffin,PF,23,LAC,80,2598,22.4,0.026,0.397,15.2,19.9,2,1.6,12.8,25.4,3.2,0.8,4,2013,8066644,77188154,32.475,0.572,65829076
Caron Butler,SF,32,LAC,78,1879,12.4,0.458,0.125,7.1,6.5,1.4,0.5,8.7,20.2,-0.1,-1.2,0.3,2013,8929588,77188154,24.08974359,0.535,65829076
Chris Paul,PG,27,LAC,70,2335,26.4,0.271,0.377,6.7,46.5,3.8,0.4,13.7,22.6,6.4,2.4,6.4,2013,19845403,77188154,33.35714286,0.594,65829076
DeAndre Jordan,C,24,LAC,82,2010,17.2,0,0.51,17.6,2.2,1.3,4.7,14.3,15.9,-0.1,-0.2,0.9,2013,11756893,77188154,24.51219512,0.606,65829076
Eric Bledsoe,PG,23,LAC,76,1553,17.5,0.137,0.236,8.6,23.5,3.7,3,17.9,22.5,1.3,2.2,2.2,2013,1906154,77188154,20.43421053,0.513,65829076
Jamal Crawford,SG,32,LAC,76,2230,16.8,0.39,0.244,3.4,14.4,1.9,0.5,11.5,26,2.3,-1.3,1.7,2013,5580992,77188154,29.34210526,0.558,65829076
Lamar Odom,PF,33,LAC,82,1616,10.9,0.246,0.115,17.7,12.4,2.2,3,18.3,13.3,-2.8,2.1,0.6,2013,9152827,77188154,19.70731707,0.429,65829076
Matt Barnes,SF,32,LAC,80,2058,15.5,0.481,0.173,10.6,9.2,2.1,2.6,11,18.1,1.1,0.7,2,2013,953667,77188154,25.725,0.566,65829076
Willie Green,SG,31,LAC,72,1188,11.8,0.43,0.083,4.9,7.1,1.3,0.8,7.2,16.6,-0.2,-0.7,0.3,2013,1534772,77188154,16.5,0.562,65829076
Antawn Jamison,PF,36,LAL,76,1636,15.3,0.405,0.237,12.2,5,0.9,1,7.7,18.7,1,-1.1,0.8,2013,1509302,111767168,21.52631579,0.561,65829076
Chris Duhon,PG,30,LAL,46,820,8,0.74,0.106,4.6,22.8,1.2,0.1,23.7,9.2,-2.4,-0.5,-0.2,2013,4107610,111767168,17.82608696,0.517,65829076
Darius Morris,PG,22,LAL,48,683,8.1,0.351,0.197,4.6,16.8,1.6,0.2,18.1,16.2,-3.3,-0.9,-0.4,2013,1046095,111767168,14.22916667,0.475,65829076
Dwight Howard,C,27,LAL,76,2722,19.4,0.007,0.887,19.1,6.6,1.6,4.9,16.6,22.2,-0.6,1.1,1.8,2013,21499322,111767168,35.81578947,0.573,65829076
Earl Clark,PF,25,LAL,59,1363,12.4,0.269,0.197,13.1,7.4,1.3,2.3,12.9,15.7,-1.2,0.5,0.4,2013,1384086,111767168,23.10169492,0.51,65829076
Jodie Meeks,SG,25,LAL,78,1663,11.4,0.645,0.181,5.7,6.4,1.8,0.2,8.3,16.7,-0.7,-0.3,0.4,2013,1562677,111767168,21.32051282,0.54,65829076
Kobe Bryant,SG,34,LAL,78,3013,23,0.255,0.392,7.9,29.7,1.8,0.6,13.3,31.9,4.7,-0.1,5,2013,31085012,111767168,38.62820513,0.57,65829076
Metta World Peace,SF,33,LAL,75,2530,12.5,0.5,0.205,8.1,6.9,2.5,1.2,9.8,17.5,-0.5,0.9,1.5,2013,8102440,111767168,33.73333333,0.517,65829076
Pau Gasol,PF,32,LAL,49,1655,16.7,0.048,0.307,14,19.9,0.7,2.7,13.7,20.5,1.1,0.9,1.7,2013,21207771,111767168,33.7755102,0.512,65829076
Steve Blake,PG,32,LAL,45,1175,11.7,0.633,0.13,6.2,21.9,1.5,0.4,17.8,13.2,0.1,0.4,0.7,2013,4464794,111767168,26.11111111,0.573,65829076
Steve Nash,PG,38,LAL,50,1627,16,0.274,0.244,4.8,32.8,0.9,0.2,19.3,17.8,1.8,-1.4,1,2013,9934166,111767168,32.54,0.605,65829076
Darrell Arthur,PF,24,MEM,59,970,11.8,0.05,0.128,10.3,5.9,1.3,2.8,10.2,20.1,-2.8,0.4,-0.1,2013,3355534,70380900,16.44067797,0.477,65829076
Jerryd Bayless,PG,24,MEM,80,1765,13.5,0.324,0.196,5.9,24.9,1.8,0.8,15.1,20.8,-0.6,0.7,1,2013,3460215,70380900,22.0625,0.514,65829076
Marc Gasol,C,28,MEM,80,2796,19.5,0.016,0.364,13.1,19.1,1.6,4.1,13.5,19.2,2.1,3.1,5.1,2013,15505514,70380900,34.95,0.559,65829076
Mike Conley,PG,25,MEM,80,2757,18.3,0.312,0.3,4.8,29.5,3.4,0.7,15.1,21,2.3,2.3,4.6,2013,8014305,70380900,34.4625,0.549,65829076
Quincy Pondexter,SF,24,MEM,59,1243,11,0.508,0.251,6.3,7.6,1.5,0.4,11.2,13.9,-0.8,0.6,0.6,2013,1377746,70380900,21.06779661,0.565,65829076
Rudy Gay,SF,26,MEM,42,1541,14.1,0.188,0.227,9.5,12.4,2,1.7,12.1,25.7,-0.2,0.7,0.9,2013,18373221,70380900,36.69047619,0.478,65829076
Tony Allen,SG,31,MEM,79,2109,13.2,0.038,0.293,10.2,7.6,3.1,1.7,11.5,17.8,-2,2.4,1.2,2013,3683455,70380900,26.69620253,0.489,65829076
Zach Randolph,PF,31,MEM,76,2607,17.9,0.022,0.293,19.3,7.3,1.3,1,11.5,23.1,1,-0.7,1.5,2013,18417275,70380900,34.30263158,0.506,65829076
Chris Andersen,C,34,MIA,42,624,17.4,0.024,0.756,17,4,1.4,5.8,12.8,14.4,-1,0.8,0.3,2013,5833199,89773532,14.85714286,0.631,65829076
Chris Bosh,C,28,MIA,74,2454,20,0.082,0.333,12.6,8.4,1.4,3.4,11,22.7,1.5,-0.2,2.1,2013,19583702,89773532,33.16216216,0.592,65829076
Dwyane Wade,SG,31,MIA,69,2391,24,0.06,0.389,8.9,26.6,2.8,1.9,13.2,29.5,3.7,0.7,3.8,2013,19002163,89773532,34.65217391,0.571,65829076
LeBron James,PF,28,MIA,76,2877,31.6,0.188,0.395,13.1,36.4,2.4,1.9,12.4,30.2,9.3,2.4,9.9,2013,19583702,89773532,37.85526316,0.64,65829076
Mario Chalmers,PG,26,MIA,77,2068,13.3,0.569,0.212,5.1,19.4,3,0.5,17.1,16.1,-0.5,0.9,1.3,2013,4464794,89773532,26.85714286,0.576,65829076
Mike Miller,SF,32,MIA,59,900,13.5,0.758,0.048,10.7,16.2,1.2,0.4,12.9,14.4,1.8,-0.3,0.8,2013,6473951,89773532,15.25423729,0.596,65829076
Norris Cole,PG,24,MIA,80,1590,7.9,0.231,0.188,5,15.2,1.9,0.4,18.4,17,-4.3,-0.6,-1.2,2013,1242998,89773532,19.875,0.483,65829076
Rashard Lewis,PF,33,MIA,55,792,11.1,0.526,0.181,9.4,5.7,1.4,1.4,10.9,18.2,-1.5,-1,-0.1,2013,16801221,89773532,14.4,0.53,65829076
Ray Allen,SG,37,MIA,79,2035,14.7,0.51,0.243,6.6,10.2,1.7,0.6,12.5,19.3,1.1,-0.8,1.2,2013,3449053,89773532,25.75949367,0.599,65829076
Shane Battier,SF,34,MIA,72,1786,10.7,0.873,0.105,5.7,5.7,1.2,2.5,8.2,11,0.9,0.1,1.4,2013,3499282,89773532,24.80555556,0.623,65829076
Udonis Haslem,PF,32,MIA,75,1414,9.9,0,0.179,17.6,3.8,1.1,0.9,14.2,10.7,-2.6,-0.5,-0.4,2013,4531765,89773532,18.85333333,0.535,65829076
Brandon Jennings,PG,23,MIL,80,2897,16.1,0.37,0.225,4.6,29.1,2.2,0.3,12.9,23.7,1.7,-0.6,2.2,2013,3548945,69661986,36.2125,0.51,65829076
Ekpe Udoh,C,25,MIL,76,1312,12,0.004,0.442,10.3,4.7,1.5,4.7,11.8,12.1,-2.8,1.1,0.1,2013,3934465,69661986,17.26315789,0.503,65829076
Ersan Ilyasova,PF,25,MIL,73,2012,18.3,0.267,0.196,13.9,9.6,1.7,1.3,7.9,20.5,2,0,2,2013,8817968,69661986,27.56164384,0.552,65829076
John Henson,PF,22,MIL,63,827,18.2,0.009,0.313,19.3,6.3,1.2,3.7,11,22.6,-0.7,-1,0.1,2013,2035142,69661986,13.12698413,0.497,65829076
Larry Sanders,C,24,MIL,71,1937,18.7,0.003,0.225,18.6,6.8,1.4,7.6,11.6,16.9,-1.1,2,1.5,2013,2223199,69661986,27.28169014,0.523,65829076
Luc Mbah a Moute,SF,26,MIL,58,1326,9.1,0.098,0.334,10.4,6.1,1.6,0.8,13.9,16.5,-3.5,-0.6,-0.7,2013,5351269,69661986,22.86206897,0.447,65829076
Marquis Daniels,SF,32,MIL,59,1085,9.2,0.205,0.154,7.4,9,2.4,0.7,10.7,16.9,-3.5,0.6,-0.2,2013,1372092,69661986,18.38983051,0.432,65829076
Mike Dunleavy,SF,32,MIL,75,1943,13.6,0.479,0.205,8,11.5,1,1.3,11.7,17.3,0.5,-0.2,1.2,2013,4185744,69661986,25.90666667,0.577,65829076
Monta Ellis,SG,27,MIL,82,3076,16.2,0.228,0.26,5.5,27.1,2.8,0.9,13.7,26.3,0.3,0.3,2.1,2013,12278183,69661986,37.51219512,0.493,65829076
Samuel Dalembert,C,31,MIL,47,765,18.6,0.004,0.217,19.4,4.5,1.1,5.1,15.5,18.7,-0.8,0.2,0.3,2013,7478529,69661986,16.27659574,0.565,65829076
Alexey Shved,SG,24,MIN,77,1840,11,0.454,0.236,5.4,25.2,1.5,1.1,17.3,20.6,-1.1,-0.6,0.1,2013,3368623,71804760,23.8961039,0.474,65829076
Andrei Kirilenko,SF,31,MIN,64,2034,17.6,0.214,0.446,10.2,14.4,2.4,2.4,15.1,17.4,1.8,1.8,2.9,2013,10915694,71804760,31.78125,0.59,65829076
Dante Cunningham,PF,25,MIN,80,2010,13.3,0.009,0.154,11.6,5.7,2.2,1.5,7.3,17.2,-1.8,0.4,0.3,2013,2332854,71804760,25.125,0.485,65829076
Derrick Williams,PF,21,MIN,78,1916,14.5,0.249,0.346,12.8,4.2,1.2,1.5,10,23.5,-0.5,-1,0.2,2013,5522771,71804760,24.56410256,0.515,65829076
Greg Stiemsma,C,27,MIN,76,1209,10.5,0,0.248,12.3,3.9,1.9,5.8,16.1,13.6,-5.1,2.3,-0.3,2013,2874211,71804760,15.90789474,0.498,65829076
Luke Ridnour,SG,31,MIN,82,2474,13,0.261,0.202,4.8,21,1.7,0.5,12.8,18.3,-1,0.2,0.8,2013,4464794,71804760,30.17073171,0.532,65829076
Nikola Pekovic,C,27,MIN,62,1959,20.2,0,0.437,15.9,4.9,1.1,2,10.3,22.5,1.7,-1.2,1.2,2013,5179161,71804760,31.59677419,0.572,65829076
Ricky Rubio,PG,22,MIN,57,1691,16.2,0.179,0.514,7.7,38.8,4.2,0.2,21.4,21.2,-0.8,1.9,1.3,2013,4175832,71804760,29.66666667,0.482,65829076
Carmelo Anthony,PF,28,NYK,67,2482,24.8,0.278,0.344,10.8,14.1,1.1,1.1,9.3,35.6,6,-1.7,3.9,2013,21710060,89270334,37.04477612,0.56,65829076
Chris Copeland,PF,28,NYK,56,862,16.8,0.368,0.218,8.1,5.7,1,1.2,10.7,25.3,1.1,-1.6,0.3,2013,528636,89270334,15.39285714,0.583,65829076
Iman Shumpert,SG,22,NYK,45,996,11.7,0.462,0.171,8,11.6,2.3,0.6,11.1,15.6,-0.8,0.7,0.5,2013,1875615,89270334,22.13333333,0.516,65829076
J.R. Smith,SG,27,NYK,80,2678,17.6,0.349,0.249,9.3,14.5,2,0.8,8.8,26.5,1.6,-0.4,2.2,2013,3132557,89270334,33.475,0.522,65829076
Jason Kidd,SG,39,NYK,76,2043,13.5,0.795,0.117,9.3,17.8,3.3,1.1,15,11.6,0.6,2.7,2.7,2013,3449053,89270334,26.88157895,0.532,65829076
Pablo Prigioni,PG,35,NYK,78,1263,13,0.609,0.114,6.6,27.5,2.9,0.1,27.1,11.7,-0.8,0.9,0.7,2013,528636,89270334,16.19230769,0.595,65829076
Raymond Felton,PG,28,NYK,68,2313,15.2,0.293,0.145,4.9,27,2.2,0.5,14.2,22.1,0.9,-0.8,1.2,2013,4464794,89270334,34.01470588,0.505,65829076
Ronnie Brewer,SF,27,NYK,46,711,10.2,0.406,0.223,8.2,8.4,2.6,0.7,6.8,13.6,-1.6,0.8,0.2,2013,1193784,89270334,15.45652174,0.432,65829076
Steve Novak,SF,29,NYK,81,1641,11.3,0.816,0.077,5.4,3.3,0.9,0.4,2.6,13,1,-1,0.9,2013,4525130,89270334,20.25925926,0.602,65829076
Tyson Chandler,C,30,NYK,66,2164,18.9,0,0.645,19,4.5,1,3,14.5,13,1.5,-0.3,1.8,2013,15184974,89270334,32.78787879,0.671,65829076
Kendrick Perkins,C,28,OKC,78,1954,8.2,0.003,0.23,13.7,7.9,1.1,3.2,24,10.6,-3.2,1.4,0.1,2013,8706941,76932970,25.05128205,0.479,65829076
Kevin Durant,SF,24,OKC,81,3119,28.3,0.233,0.523,11.8,21.7,1.9,2.6,13.7,29.8,7.6,1.7,8.9,2013,19587986,76932970,38.50617284,0.647,65829076
Kevin Martin,SG,29,OKC,77,2136,16,0.477,0.316,4.8,7.9,1.7,0.3,10.2,21,1.7,-0.7,1.6,2013,14443245,76932970,27.74025974,0.608,65829076
Nick Collison,C,32,OKC,81,1583,13.6,0.014,0.264,12.1,11.3,1.7,1.4,17.3,11.5,-0.2,1.1,1.2,2013,3269715,76932970,19.54320988,0.624,65829076
Reggie Jackson,PG,22,OKC,70,993,14.2,0.32,0.191,9.6,19.3,1.5,1,13.1,18.6,-0.4,0.5,0.5,2013,1387524,76932970,14.18571429,0.531,65829076
Russell Westbrook,PG,24,OKC,82,2861,23.9,0.195,0.375,8.6,38.4,2.6,0.6,13.2,32.8,4.6,-0.2,4.6,2013,15257038,76932970,34.8902439,0.532,65829076
Serge Ibaka,PF,23,OKC,80,2486,19.4,0.073,0.246,14.2,2.8,0.6,7.4,12.7,18.1,0.9,0.7,2.2,2013,2514863,76932970,31.075,0.612,65829076
Thabo Sefolosha,SG,28,OKC,81,2229,12.8,0.554,0.148,8.2,8.2,2.4,1.5,11.4,11.4,0.6,1.8,2.5,2013,4018314,76932970,27.51851852,0.617,65829076
Andrew Nicholson,PF,23,ORL,75,1249,15.1,0,0.193,11.7,6.1,1,2,13,22.1,-1.8,-0.9,-0.2,2013,1582948,74291370,16.65333333,0.557,65829076
Arron Afflalo,SF,27,ORL,64,2307,13,0.265,0.246,5.8,14.6,0.9,0.4,12.1,22.5,-1.1,-1.8,-0.5,2013,8441251,74291370,36.046875,0.527,65829076
DeQuan Jones,SF,22,ORL,63,803,8.4,0.161,0.234,7.4,3,1.2,2.1,11.1,15.3,-3.8,-0.8,-0.5,2013,528636,74291370,12.74603175,0.485,65829076
E'Twaun Moore,SG,23,ORL,75,1682,10.7,0.329,0.099,5.6,19.1,1.6,1.1,14.4,19.7,-1.6,-0.7,-0.1,2013,850760,74291370,22.42666667,0.471,65829076
Gustavo Ayon,C,27,ORL,43,571,11.7,0,0.304,13.8,15.5,1.2,1.8,21.1,14.3,-3.3,1.3,0,2013,1674297,74291370,13.27906977,0.54,65829076
Jameer Nelson,PG,30,ORL,56,1977,14.4,0.455,0.131,6,33.3,1.9,0.2,15.7,22.5,0.1,-1.3,0.4,2013,9599307,74291370,35.30357143,0.498,65829076
Nikola Pekovic,C,22,ORL,77,2559,17.8,0.003,0.142,20.2,9.3,1.2,2.4,13,19.3,0,-0.5,0.9,2013,5179161,74291370,33.23376623,0.534,65829076
